SEGUNDA,TERÇA,QUARTA,QUINTA,SEXTA,,Teste feito com 100 gerações e 200 indivíduos
Informática,,Pesq. Oper.,,Mat. Comp.,,
Informática,,Pesq. Oper.,,Int. Cien. Comp.,,Nota do resultado
Pesq. Oper.,Inf. Bás.,,,Mat. Comp.,,97
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Calculo 1,Prog. Orientada a Obj.,Arquitetura 1,,Prog. Web,,
Prog. Orientada a Obj.,Calculo 1,Arquitetura 1,,Prog. Web,,
Prog. Web,,Calculo 1,,Prog. Orientada a Obj.,,
