SEGUNDA,TERÇA,QUARTA,QUINTA,SEXTA,,Teste feito com 100 gerações e 200 indivíduos
Informática,Informática,Mat. Comp.,,Pesq. Oper.,,
,Pesq. Oper.,Inf. Bás.,,,,Nota do resultado
Pesq. Oper.,,Int. Cien. Comp.,Mat. Comp.,,,97
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Calculo 1,Arquitetura 1,Prog. Web,Prog. Orientada a Obj.,,,
Calculo 1,Arquitetura 1,Prog. Web,Calculo 1,,,
Prog. Web,,Prog. Orientada a Obj.,,Prog. Orientada a Obj.,,
