SEGUNDA,TERÇA,QUARTA,QUINTA,SEXTA,,Teste feito com 100 gerações e 200 indivíduos
,,Mat. Comp.,Informática,,,
Int. Cien. Comp.,,Pesq. Oper.,Informática,Pesq. Oper.,,Nota do resultado
,Pesq. Oper.,Inf. Bás.,Mat. Comp.,,,65
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Calculo 1,Calculo 1,Prog. Web,Arquitetura 1,Prog. Orientada a Obj.,,
,Prog. Web,Prog. Web,Arquitetura 1,Prog. Orientada a Obj.,,
,,Calculo 1,Prog. Orientada a Obj.,,,
