SEGUNDA,TERÇA,QUARTA,QUINTA,SEXTA,,Teste feito com 100 gerações e 200 indivíduos
,,Pesq. Oper.,Informática,Pesq. Oper.,,
Mat. Comp.,,Int. Cien. Comp.,Informática,Pesq. Oper.,,Nota do resultado
,Inf. Bás.,,Mat. Comp.,,,65
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,Calculo 1,Prog. Web,Prog. Orientada a Obj.,Arquitetura 1,,
,Prog. Orientada a Obj.,Prog. Web,Calculo 1,Arquitetura 1,,
,,Calculo 1,Prog. Orientada a Obj.,Prog. Web,,
