SEGUNDA,TERÇA,QUARTA,QUINTA,SEXTA,,
,Informática,Pesq. Oper.,Inf. Bás.,Int. Cien. Comp.,,
,Informática,Pesq. Oper.,Mat. Comp.,,,Nota do resultado
,Mat. Comp.,,Pesq. Oper.,,,240
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Arquitetura 1,Prog. Orientada a Obj.,Prog. Web,Prog. Orientada a Obj.,,,
Calculo 1,Calculo 1,Arquitetura 1,Prog. Orientada a Obj.,,,
,Calculo 1,Prog. Web,,Prog. Web,,
