SEGUNDA,TERÇA,QUARTA,QUINTA,SEXTA,,Teste feito com 100 gerações e 200 indivíduos
Mat. Comp.,Informática,,,,,
Int. Cien. Comp.,Informática,,Pesq. Oper.,Pesq. Oper.,,Nota do resultado
,Pesq. Oper.,Inf. Bás.,Mat. Comp.,,,137
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Prog. Web,Calculo 1,Prog. Web,Arquitetura 1,,,
,Calculo 1,Prog. Web,Arquitetura 1,Prog. Orientada a Obj.,,
Prog. Orientada a Obj.,,Prog. Orientada a Obj.,Calculo 1,,,
