SEGUNDA,TERÇA,QUARTA,QUINTA,SEXTA,,Teste feito com 100 gerações e 200 indivíduos
Informática,Pesq. Oper.,,,,,
Informática,Mat. Comp.,,Mat. Comp.,Inf. Bás.,,Nota do resultado
Pesq. Oper.,Pesq. Oper.,,Int. Cien. Comp.,,,137
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Arquitetura 1,Prog. Orientada a Obj.,Calculo 1,Prog. Web,,,
Arquitetura 1,Prog. Orientada a Obj.,Prog. Web,Prog. Web,,,
Calculo 1,Calculo 1,,Prog. Orientada a Obj.,,,
